"","filename","n_alignments_ok","n_alignments_zeroes","n_alignments_na"
"482","article_1_0_0_0_0_581.RDa",3,1,0
"483","article_1_0_0_0_0_582.RDa",4,0,0
"484","article_1_0_0_0_0_583.RDa",4,0,0
"485","article_1_0_0_0_0_584.RDa",4,0,0
"486","article_1_0_0_0_0_585.RDa",4,0,0
"487","article_1_0_0_0_0_586.RDa",4,0,0
"488","article_1_0_0_0_0_587.RDa",4,0,0
"489","article_1_0_0_0_0_588.RDa",4,0,0
"490","article_1_0_0_0_0_589.RDa",3,1,0
"491","article_1_0_0_0_0_590.RDa",4,0,0
"492","article_1_0_0_0_0_591.RDa",4,0,0
"493","article_1_0_0_0_0_592.RDa",4,0,0
"494","article_1_0_0_0_0_593.RDa",1,3,0
"495","article_1_0_0_0_0_594.RDa",3,1,0
"496","article_1_0_0_0_0_595.RDa",3,1,0
"497","article_1_0_0_0_0_596.RDa",4,0,0
"498","article_1_0_0_0_0_597.RDa",4,0,0
"499","article_1_0_0_0_0_598.RDa",4,0,0
"500","article_1_0_0_0_0_599.RDa",3,1,0
"501","article_1_0_0_0_1_600.RDa",4,0,0
"502","article_1_0_0_0_1_601.RDa",4,0,0
"503","article_1_0_0_0_1_602.RDa",4,0,0
"504","article_1_0_0_0_1_603.RDa",4,0,0
"505","article_1_0_0_0_1_604.RDa",0,0,0
"506","article_1_0_0_0_1_605.RDa",4,0,0
"507","article_1_0_0_0_1_606.RDa",4,0,0
"508","article_1_0_0_0_1_607.RDa",4,0,0
"509","article_1_0_0_0_1_608.RDa",4,0,0
"510","article_1_0_0_0_1_609.RDa",4,0,0
"511","article_1_0_0_0_1_610.RDa",4,0,0
"512","article_1_0_0_0_1_611.RDa",4,0,0
"513","article_1_0_0_0_1_612.RDa",4,0,0
"514","article_1_0_0_0_1_613.RDa",4,0,0
"515","article_1_0_0_0_1_614.RDa",4,0,0
"516","article_1_0_0_0_1_615.RDa",4,0,0
"517","article_1_0_0_0_1_616.RDa",4,0,0
"518","article_1_0_0_0_1_617.RDa",4,0,0
"519","article_1_0_0_0_1_618.RDa",4,0,0
"520","article_1_0_0_0_1_619.RDa",4,0,0
"521","article_1_0_1_0_0_620.RDa",4,0,0
"522","article_1_0_1_0_0_621.RDa",4,0,0
"523","article_1_0_1_0_0_622.RDa",4,0,0
"524","article_1_0_1_0_0_623.RDa",2,2,0
"525","article_1_0_1_0_0_624.RDa",4,0,0
"526","article_1_0_1_0_0_625.RDa",4,0,0
"527","article_1_0_1_0_0_626.RDa",4,0,0
"528","article_1_0_1_0_0_627.RDa",4,0,0
"529","article_1_0_1_0_0_628.RDa",4,0,0
"530","article_1_0_1_0_0_629.RDa",4,0,0
"531","article_1_0_1_0_0_630.RDa",4,0,0
"532","article_1_0_1_0_0_631.RDa",4,0,0
"533","article_1_0_1_0_0_632.RDa",4,0,0
"534","article_1_0_1_0_0_633.RDa",4,0,0
"535","article_1_0_1_0_0_634.RDa",4,0,0
"536","article_1_0_1_0_0_635.RDa",4,0,0
"537","article_1_0_1_0_0_636.RDa",4,0,0
"538","article_1_0_1_0_0_637.RDa",4,0,0
"539","article_1_0_1_0_0_638.RDa",4,0,0
"540","article_1_0_1_0_0_639.RDa",4,0,0
"541","article_1_0_1_0_1_640.RDa",4,0,0
"542","article_1_0_1_0_1_641.RDa",4,0,0
"543","article_1_0_1_0_1_642.RDa",4,0,0
"544","article_1_0_1_0_1_643.RDa",4,0,0
"545","article_1_0_1_0_1_644.RDa",4,0,0
"546","article_1_0_1_0_1_645.RDa",4,0,0
"547","article_1_0_1_0_1_646.RDa",4,0,0
"548","article_1_0_1_0_1_647.RDa",4,0,0
"549","article_1_0_1_0_1_648.RDa",4,0,0
"550","article_1_0_1_0_1_649.RDa",4,0,0
"551","article_1_0_1_0_1_650.RDa",4,0,0
"552","article_1_0_1_0_1_651.RDa",4,0,0
"553","article_1_0_1_0_1_652.RDa",4,0,0
"554","article_1_0_1_0_1_653.RDa",4,0,0
"555","article_1_0_1_0_1_654.RDa",4,0,0
"556","article_1_0_1_0_1_655.RDa",4,0,0
"557","article_1_0_1_0_1_656.RDa",4,0,0
"558","article_1_0_1_0_1_657.RDa",4,0,0
"559","article_1_0_1_0_1_658.RDa",4,0,0
"560","article_1_0_1_0_1_659.RDa",4,0,0
"561","article_1_0_2_0_0_660.RDa",4,0,0
"562","article_1_0_2_0_0_661.RDa",4,0,0
"563","article_1_0_2_0_0_662.RDa",4,0,0
"564","article_1_0_2_0_0_663.RDa",4,0,0
"565","article_1_0_2_0_0_664.RDa",4,0,0
"566","article_1_0_2_0_0_665.RDa",4,0,0
"567","article_1_0_2_0_0_666.RDa",4,0,0
"568","article_1_0_2_0_0_667.RDa",4,0,0
"569","article_1_0_2_0_0_668.RDa",4,0,0
"570","article_1_0_2_0_0_669.RDa",4,0,0
"571","article_1_0_2_0_0_670.RDa",4,0,0
"572","article_1_0_2_0_0_671.RDa",4,0,0
"573","article_1_0_2_0_0_672.RDa",4,0,0
"574","article_1_0_2_0_0_673.RDa",4,0,0
"575","article_1_0_2_0_0_674.RDa",4,0,0
"576","article_1_0_2_0_0_675.RDa",4,0,0
"577","article_1_0_2_0_0_676.RDa",4,0,0
"578","article_1_0_2_0_0_677.RDa",4,0,0
"579","article_1_0_2_0_0_678.RDa",4,0,0
"580","article_1_0_2_0_0_679.RDa",4,0,0
"581","article_1_0_2_0_1_680.RDa",4,0,0
"582","article_1_0_2_0_1_681.RDa",4,0,0
"583","article_1_0_2_0_1_682.RDa",4,0,0
"584","article_1_0_2_0_1_683.RDa",4,0,0
"585","article_1_0_2_0_1_684.RDa",4,0,0
"586","article_1_0_2_0_1_685.RDa",4,0,0
"587","article_1_0_2_0_1_686.RDa",4,0,0
"588","article_1_0_2_0_1_687.RDa",4,0,0
"589","article_1_0_2_0_1_688.RDa",4,0,0
"590","article_1_0_2_0_1_689.RDa",4,0,0
"591","article_1_0_2_0_1_690.RDa",4,0,0
"592","article_1_0_2_0_1_691.RDa",4,0,0
"593","article_1_0_2_0_1_692.RDa",4,0,0
"594","article_1_0_2_0_1_693.RDa",4,0,0
"595","article_1_0_2_0_1_694.RDa",4,0,0
"596","article_1_0_2_0_1_695.RDa",4,0,0
"597","article_1_0_2_0_1_696.RDa",4,0,0
"598","article_1_0_2_0_1_697.RDa",4,0,0
"599","article_1_0_2_0_1_698.RDa",4,0,0
"600","article_1_0_2_0_1_699.RDa",4,0,0
"601","article_1_1_0_0_0_700.RDa",0,4,0
"602","article_1_1_0_0_0_701.RDa",0,4,0
"603","article_1_1_0_0_0_702.RDa",3,1,0
"604","article_1_1_0_0_0_703.RDa",4,0,0
"605","article_1_1_0_0_0_704.RDa",1,3,0
"606","article_1_1_0_0_0_705.RDa",3,1,0
"607","article_1_1_0_0_0_706.RDa",3,1,0
"608","article_1_1_0_0_0_707.RDa",1,3,0
"609","article_1_1_0_0_0_708.RDa",4,0,0
"610","article_1_1_0_0_0_709.RDa",1,3,0
"611","article_1_1_0_0_0_710.RDa",4,0,0
"612","article_1_1_0_0_0_711.RDa",4,0,0
"613","article_1_1_0_0_0_712.RDa",0,4,0
"614","article_1_1_0_0_0_713.RDa",3,1,0
"615","article_1_1_0_0_0_714.RDa",3,1,0
"616","article_1_1_0_0_0_715.RDa",1,3,0
"617","article_1_1_0_0_0_716.RDa",2,2,0
"618","article_1_1_0_0_0_717.RDa",1,3,0
"619","article_1_1_0_0_0_718.RDa",0,4,0
"620","article_1_1_0_0_0_719.RDa",1,3,0
"621","article_1_1_0_0_1_720.RDa",4,0,0
"622","article_1_1_0_0_1_721.RDa",4,0,0
"623","article_1_1_0_0_1_722.RDa",4,0,0
"624","article_1_1_0_0_1_723.RDa",4,0,0
"625","article_1_1_0_0_1_724.RDa",4,0,0
"626","article_1_1_0_0_1_725.RDa",4,0,0
"627","article_1_1_0_0_1_726.RDa",4,0,0
"628","article_1_1_0_0_1_727.RDa",4,0,0
"629","article_1_1_0_0_1_728.RDa",4,0,0
"630","article_1_1_0_0_1_729.RDa",1,0,0
"631","article_1_1_0_0_1_730.RDa",4,0,0
"632","article_1_1_0_0_1_731.RDa",4,0,0
"633","article_1_1_0_0_1_732.RDa",4,0,0
"634","article_1_1_0_0_1_733.RDa",4,0,0
"635","article_1_1_0_0_1_734.RDa",4,0,0
"636","article_1_1_0_0_1_735.RDa",4,0,0
"637","article_1_1_0_0_1_736.RDa",4,0,0
"638","article_1_1_0_0_1_737.RDa",4,0,0
"639","article_1_1_0_0_1_738.RDa",4,0,0
"640","article_1_1_0_0_1_739.RDa",4,0,0
"641","article_1_1_1_0_0_740.RDa",4,0,0
"642","article_1_1_1_0_0_741.RDa",1,3,0
"643","article_1_1_1_0_0_742.RDa",4,0,0
"644","article_1_1_1_0_0_743.RDa",2,2,0
"645","article_1_1_1_0_0_744.RDa",4,0,0
"646","article_1_1_1_0_0_745.RDa",3,1,0
"647","article_1_1_1_0_0_746.RDa",3,1,0
"648","article_1_1_1_0_0_747.RDa",1,3,0
"649","article_1_1_1_0_0_748.RDa",4,0,0
"650","article_1_1_1_0_0_749.RDa",4,0,0
"651","article_1_1_1_0_0_750.RDa",4,0,0
"652","article_1_1_1_0_0_751.RDa",4,0,0
"653","article_1_1_1_0_0_752.RDa",4,0,0
"654","article_1_1_1_0_0_753.RDa",4,0,0
"655","article_1_1_1_0_0_754.RDa",4,0,0
"656","article_1_1_1_0_0_755.RDa",4,0,0
"657","article_1_1_1_0_0_756.RDa",2,2,0
"658","article_1_1_1_0_0_757.RDa",3,1,0
"659","article_1_1_1_0_0_758.RDa",4,0,0
"660","article_1_1_1_0_0_759.RDa",3,1,0
"661","article_1_1_1_0_1_760.RDa",4,0,0
"662","article_1_1_1_0_1_761.RDa",4,0,0
"663","article_1_1_1_0_1_762.RDa",4,0,0
"664","article_1_1_1_0_1_763.RDa",4,0,0
"665","article_1_1_1_0_1_764.RDa",4,0,0
"666","article_1_1_1_0_1_765.RDa",4,0,0
"667","article_1_1_1_0_1_766.RDa",4,0,0
"668","article_1_1_1_0_1_767.RDa",4,0,0
"669","article_1_1_1_0_1_768.RDa",4,0,0
"670","article_1_1_1_0_1_769.RDa",4,0,0
"671","article_1_1_1_0_1_770.RDa",4,0,0
"672","article_1_1_1_0_1_771.RDa",4,0,0
"673","article_1_1_1_0_1_772.RDa",4,0,0
"674","article_1_1_1_0_1_773.RDa",4,0,0
"675","article_1_1_1_0_1_774.RDa",4,0,0
"676","article_1_1_1_0_1_775.RDa",4,0,0
"677","article_1_1_1_0_1_776.RDa",4,0,0
"678","article_1_1_1_0_1_777.RDa",4,0,0
"679","article_1_1_1_0_1_778.RDa",4,0,0
"680","article_1_1_1_0_1_779.RDa",4,0,0
"681","article_1_1_2_0_0_780.RDa",4,0,0
"682","article_1_1_2_0_0_781.RDa",4,0,0
"683","article_1_1_2_0_0_782.RDa",4,0,0
"684","article_1_1_2_0_0_783.RDa",3,1,0
"685","article_1_1_2_0_0_784.RDa",4,0,0
"686","article_1_1_2_0_0_785.RDa",4,0,0
"687","article_1_1_2_0_0_786.RDa",4,0,0
"688","article_1_1_2_0_0_787.RDa",4,0,0
"689","article_1_1_2_0_0_788.RDa",4,0,0
"690","article_1_1_2_0_0_789.RDa",4,0,0
"691","article_1_1_2_0_0_790.RDa",4,0,0
"692","article_1_1_2_0_0_791.RDa",3,1,0
"693","article_1_1_2_0_0_792.RDa",4,0,0
"694","article_1_1_2_0_0_793.RDa",4,0,0
"695","article_1_1_2_0_0_794.RDa",3,1,0
"696","article_1_1_2_0_0_795.RDa",3,1,0
"697","article_1_1_2_0_0_796.RDa",4,0,0
"698","article_1_1_2_0_0_797.RDa",2,2,0
"699","article_1_1_2_0_0_798.RDa",4,0,0
"700","article_1_1_2_0_0_799.RDa",3,1,0
"701","article_1_1_2_0_1_800.RDa",4,0,0
"702","article_1_1_2_0_1_801.RDa",4,0,0
"703","article_1_1_2_0_1_802.RDa",4,0,0
"704","article_1_1_2_0_1_803.RDa",4,0,0
"705","article_1_1_2_0_1_804.RDa",4,0,0
"706","article_1_1_2_0_1_805.RDa",4,0,0
"707","article_1_1_2_0_1_806.RDa",4,0,0
"708","article_1_1_2_0_1_807.RDa",4,0,0
"709","article_1_1_2_0_1_808.RDa",4,0,0
"710","article_1_1_2_0_1_809.RDa",4,0,0
"711","article_1_1_2_0_1_810.RDa",4,0,0
"712","article_1_1_2_0_1_811.RDa",4,0,0
"713","article_1_1_2_0_1_812.RDa",4,0,0
"714","article_1_1_2_0_1_813.RDa",4,0,0
"715","article_1_1_2_0_1_814.RDa",4,0,0
"716","article_1_1_2_0_1_815.RDa",4,0,0
"717","article_1_1_2_0_1_816.RDa",4,0,0
"718","article_1_1_2_0_1_817.RDa",4,0,0
"719","article_1_1_2_0_1_818.RDa",4,0,0
"720","article_1_1_2_0_1_819.RDa",4,0,0
"721","article_1_2_0_0_0_820.RDa",1,3,0
"722","article_1_2_0_0_0_821.RDa",0,4,0
"723","article_1_2_0_0_0_822.RDa",4,0,0
"724","article_1_2_0_0_0_823.RDa",0,4,0
"725","article_1_2_0_0_0_824.RDa",0,4,0
"726","article_1_2_0_0_0_825.RDa",0,4,0
"727","article_1_2_0_0_0_826.RDa",1,3,0
"728","article_1_2_0_0_0_827.RDa",0,4,0
"729","article_1_2_0_0_0_828.RDa",0,4,0
"730","article_1_2_0_0_0_829.RDa",1,3,0
"731","article_1_2_0_0_0_830.RDa",0,4,0
"732","article_1_2_0_0_0_831.RDa",1,3,0
"733","article_1_2_0_0_0_832.RDa",0,4,0
"734","article_1_2_0_0_0_833.RDa",0,4,0
"735","article_1_2_0_0_0_834.RDa",0,4,0
"736","article_1_2_0_0_0_835.RDa",1,3,0
"737","article_1_2_0_0_0_836.RDa",0,4,0
"738","article_1_2_0_0_0_837.RDa",0,4,0
"739","article_1_2_0_0_0_838.RDa",1,3,0
"740","article_1_2_0_0_0_839.RDa",0,4,0
"741","article_1_2_0_0_1_840.RDa",4,0,0
"742","article_1_2_0_0_1_841.RDa",4,0,0
"743","article_1_2_0_0_1_842.RDa",4,0,0
"744","article_1_2_0_0_1_843.RDa",4,0,0
"745","article_1_2_0_0_1_844.RDa",4,0,0
"746","article_1_2_0_0_1_845.RDa",4,0,0
"747","article_1_2_0_0_1_846.RDa",3,1,0
"748","article_1_2_0_0_1_847.RDa",4,0,0
"749","article_1_2_0_0_1_848.RDa",4,0,0
"750","article_1_2_0_0_1_849.RDa",4,0,0
"751","article_1_2_0_0_1_850.RDa",4,0,0
"752","article_1_2_0_0_1_851.RDa",4,0,0
"753","article_1_2_0_0_1_852.RDa",4,0,0
"754","article_1_2_0_0_1_853.RDa",4,0,0
"755","article_1_2_0_0_1_854.RDa",4,0,0
"756","article_1_2_0_0_1_855.RDa",4,0,0
"757","article_1_2_0_0_1_856.RDa",4,0,0
"758","article_1_2_0_0_1_857.RDa",4,0,0
"759","article_1_2_0_0_1_858.RDa",4,0,0
"760","article_1_2_0_0_1_859.RDa",4,0,0
"761","article_1_2_1_0_0_860.RDa",4,0,0
"762","article_1_2_1_0_0_861.RDa",2,2,0
"763","article_1_2_1_0_0_862.RDa",1,3,0
"764","article_1_2_1_0_0_863.RDa",1,3,0
"765","article_1_2_1_0_0_864.RDa",0,4,0
"766","article_1_2_1_0_0_865.RDa",2,2,0
"767","article_1_2_1_0_0_866.RDa",4,0,0
"768","article_1_2_1_0_0_867.RDa",0,4,0
"769","article_1_2_1_0_0_868.RDa",0,4,0
"770","article_1_2_1_0_0_869.RDa",4,0,0
"771","article_1_2_1_0_0_870.RDa",1,3,0
"772","article_1_2_1_0_0_871.RDa",0,4,0
"773","article_1_2_1_0_0_872.RDa",2,2,0
"774","article_1_2_1_0_0_873.RDa",0,4,0
"775","article_1_2_1_0_0_874.RDa",4,0,0
"776","article_1_2_1_0_0_875.RDa",3,1,0
"777","article_1_2_1_0_0_876.RDa",0,4,0
"778","article_1_2_1_0_0_877.RDa",0,4,0
"779","article_1_2_1_0_0_878.RDa",3,1,0
"780","article_1_2_1_0_0_879.RDa",3,1,0
"781","article_1_2_1_0_1_880.RDa",4,0,0
"782","article_1_2_1_0_1_881.RDa",4,0,0
"783","article_1_2_1_0_1_882.RDa",4,0,0
"784","article_1_2_1_0_1_883.RDa",4,0,0
"785","article_1_2_1_0_1_884.RDa",4,0,0
"786","article_1_2_1_0_1_885.RDa",4,0,0
"787","article_1_2_1_0_1_886.RDa",4,0,0
"788","article_1_2_1_0_1_887.RDa",4,0,0
"789","article_1_2_1_0_1_888.RDa",4,0,0
"790","article_1_2_1_0_1_889.RDa",4,0,0
"791","article_1_2_1_0_1_890.RDa",4,0,0
"792","article_1_2_1_0_1_891.RDa",4,0,0
"793","article_1_2_1_0_1_892.RDa",4,0,0
"794","article_1_2_1_0_1_893.RDa",4,0,0
"795","article_1_2_1_0_1_894.RDa",4,0,0
"796","article_1_2_1_0_1_895.RDa",4,0,0
"797","article_1_2_1_0_1_896.RDa",4,0,0
"798","article_1_2_1_0_1_897.RDa",4,0,0
"799","article_1_2_1_0_1_898.RDa",4,0,0
"800","article_1_2_1_0_1_899.RDa",4,0,0
"801","article_1_2_2_0_0_900.RDa",2,2,0
"802","article_1_2_2_0_0_901.RDa",4,0,0
"803","article_1_2_2_0_0_902.RDa",3,1,0
"804","article_1_2_2_0_0_903.RDa",3,1,0
"805","article_1_2_2_0_0_904.RDa",4,0,0
"806","article_1_2_2_0_0_905.RDa",4,0,0
"807","article_1_2_2_0_0_906.RDa",4,0,0
"808","article_1_2_2_0_0_907.RDa",3,1,0
"809","article_1_2_2_0_0_908.RDa",4,0,0
"810","article_1_2_2_0_0_909.RDa",4,0,0
"811","article_1_2_2_0_0_910.RDa",3,1,0
"812","article_1_2_2_0_0_911.RDa",0,4,0
"813","article_1_2_2_0_0_912.RDa",2,2,0
"814","article_1_2_2_0_0_913.RDa",4,0,0
"815","article_1_2_2_0_0_914.RDa",2,2,0
"816","article_1_2_2_0_0_915.RDa",3,1,0
"817","article_1_2_2_0_0_916.RDa",2,2,0
"818","article_1_2_2_0_0_917.RDa",3,1,0
"819","article_1_2_2_0_0_918.RDa",2,2,0
"820","article_1_2_2_0_0_919.RDa",3,1,0
"821","article_1_2_2_0_1_920.RDa",4,0,0
"822","article_1_2_2_0_1_921.RDa",4,0,0
"823","article_1_2_2_0_1_922.RDa",4,0,0
"824","article_1_2_2_0_1_923.RDa",4,0,0
"825","article_1_2_2_0_1_924.RDa",4,0,0
"826","article_1_2_2_0_1_925.RDa",4,0,0
"827","article_1_2_2_0_1_926.RDa",4,0,0
"828","article_1_2_2_0_1_927.RDa",1,3,0
"829","article_1_2_2_0_1_928.RDa",4,0,0
"830","article_1_2_2_0_1_929.RDa",4,0,0
"831","article_1_2_2_0_1_930.RDa",4,0,0
"832","article_1_2_2_0_1_931.RDa",4,0,0
"833","article_1_2_2_0_1_932.RDa",4,0,0
"834","article_1_2_2_0_1_933.RDa",4,0,0
"835","article_1_2_2_0_1_934.RDa",4,0,0
"836","article_1_2_2_0_1_935.RDa",4,0,0
"837","article_1_2_2_0_1_936.RDa",4,0,0
"838","article_1_2_2_0_1_937.RDa",4,0,0
"839","article_1_2_2_0_1_938.RDa",4,0,0
"840","article_1_2_2_0_1_939.RDa",4,0,0
"841","article_1_3_0_0_0_940.RDa",0,4,0
"842","article_1_3_0_0_0_941.RDa",0,4,0
"843","article_1_3_0_0_0_942.RDa",0,4,0
"844","article_1_3_0_0_0_943.RDa",0,4,0
"845","article_1_3_0_0_0_944.RDa",0,0,0
"846","article_1_3_0_0_0_945.RDa",0,0,0
"847","article_1_3_0_0_0_946.RDa",0,0,0
"848","article_1_3_0_0_0_947.RDa",0,0,0
"849","article_1_3_0_0_0_948.RDa",0,0,0
"850","article_1_3_0_0_0_949.RDa",0,4,0
"851","article_1_3_0_0_0_950.RDa",0,4,0
"852","article_1_3_0_0_0_951.RDa",0,0,0
"853","article_1_3_0_0_0_952.RDa",0,0,0
"854","article_1_3_0_0_0_953.RDa",0,0,0
"855","article_1_3_0_0_0_954.RDa",0,0,0
"856","article_1_3_0_0_0_955.RDa",0,4,0
"857","article_1_3_0_0_0_956.RDa",0,4,0
"858","article_1_3_0_0_0_957.RDa",0,4,0
"859","article_1_3_0_0_0_958.RDa",0,0,0
"860","article_1_3_0_0_0_959.RDa",0,4,0
"861","article_1_3_0_0_1_960.RDa",0,4,0
"862","article_1_3_0_0_1_961.RDa",0,0,0
"863","article_1_3_0_0_1_962.RDa",0,4,0
"864","article_1_3_0_0_1_963.RDa",0,4,0
"865","article_1_3_0_0_1_964.RDa",0,4,0
"866","article_1_3_0_0_1_965.RDa",0,0,0
"867","article_1_3_0_0_1_966.RDa",0,0,0
"868","article_1_3_0_0_1_967.RDa",1,3,0
"869","article_1_3_0_0_1_968.RDa",0,0,0
"870","article_1_3_0_0_1_969.RDa",0,0,0
"871","article_1_3_0_0_1_970.RDa",0,0,0
"872","article_1_3_0_0_1_971.RDa",0,0,0
"873","article_1_3_0_0_1_972.RDa",0,0,0
"874","article_1_3_0_0_1_973.RDa",2,2,0
"875","article_1_3_0_0_1_974.RDa",2,2,0
"876","article_1_3_0_0_1_975.RDa",0,4,0
"877","article_1_3_0_0_1_976.RDa",0,0,0
"878","article_1_3_0_0_1_977.RDa",1,3,0
"879","article_1_3_0_0_1_978.RDa",0,4,0
"880","article_1_3_0_0_1_979.RDa",0,4,0
"881","article_1_3_1_0_0_980.RDa",0,4,0
"882","article_1_3_1_0_0_981.RDa",0,4,0
"883","article_1_3_1_0_0_982.RDa",0,4,0
"884","article_1_3_1_0_0_983.RDa",0,4,0
"885","article_1_3_1_0_0_984.RDa",0,4,0
"886","article_1_3_1_0_0_985.RDa",0,4,0
"887","article_1_3_1_0_0_986.RDa",0,4,0
"888","article_1_3_1_0_0_987.RDa",0,4,0
"889","article_1_3_1_0_0_988.RDa",0,4,0
"890","article_1_3_1_0_0_989.RDa",0,4,0
"891","article_1_3_1_0_0_990.RDa",0,4,0
"892","article_1_3_1_0_0_991.RDa",0,4,0
"893","article_1_3_1_0_0_992.RDa",0,4,0
"894","article_1_3_1_0_0_993.RDa",0,4,0
"895","article_1_3_1_0_0_994.RDa",0,4,0
"896","article_1_3_1_0_0_995.RDa",0,4,0
"897","article_1_3_1_0_0_996.RDa",0,4,0
"898","article_1_3_1_0_0_997.RDa",0,4,0
"899","article_1_3_1_0_0_998.RDa",0,4,0
"900","article_1_3_1_0_0_999.RDa",0,4,0
"901","article_1_3_1_0_1_1000.RDa",1,3,0
"902","article_1_3_1_0_1_1001.RDa",1,3,0
"903","article_1_3_1_0_1_1002.RDa",0,4,0
"904","article_1_3_1_0_1_1003.RDa",0,4,0
"905","article_1_3_1_0_1_1004.RDa",0,4,0
"906","article_1_3_1_0_1_1005.RDa",4,0,0
"907","article_1_3_1_0_1_1006.RDa",4,0,0
"908","article_1_3_1_0_1_1007.RDa",4,0,0
"909","article_1_3_1_0_1_1008.RDa",0,4,0
"910","article_1_3_1_0_1_1009.RDa",0,4,0
"911","article_1_3_1_0_1_1010.RDa",0,4,0
"912","article_1_3_1_0_1_1011.RDa",0,4,0
"913","article_1_3_1_0_1_1012.RDa",2,2,0
"914","article_1_3_1_0_1_1013.RDa",2,2,0
"915","article_1_3_1_0_1_1014.RDa",0,4,0
"916","article_1_3_1_0_1_1015.RDa",0,4,0
"917","article_1_3_1_0_1_1016.RDa",1,3,0
"918","article_1_3_1_0_1_1017.RDa",0,4,0
"919","article_1_3_1_0_1_1018.RDa",0,4,0
"920","article_1_3_1_0_1_1019.RDa",0,4,0
"921","article_1_3_2_0_0_1020.RDa",0,4,0
"922","article_1_3_2_0_0_1021.RDa",0,4,0
"923","article_1_3_2_0_0_1022.RDa",0,4,0
"924","article_1_3_2_0_0_1023.RDa",0,4,0
"925","article_1_3_2_0_0_1024.RDa",0,4,0
"926","article_1_3_2_0_0_1025.RDa",0,4,0
"927","article_1_3_2_0_0_1026.RDa",0,4,0
"928","article_1_3_2_0_0_1027.RDa",0,4,0
"929","article_1_3_2_0_0_1028.RDa",0,4,0
"930","article_1_3_2_0_0_1029.RDa",2,2,0
"931","article_1_3_2_0_0_1030.RDa",0,4,0
"932","article_1_3_2_0_0_1031.RDa",0,4,0
"933","article_1_3_2_0_0_1032.RDa",0,4,0
"934","article_1_3_2_0_0_1033.RDa",0,4,0
"935","article_1_3_2_0_0_1034.RDa",0,4,0
"936","article_1_3_2_0_0_1035.RDa",0,4,0
"937","article_1_3_2_0_0_1036.RDa",1,3,0
"938","article_1_3_2_0_0_1037.RDa",0,4,0
"939","article_1_3_2_0_0_1038.RDa",0,4,0
"940","article_1_3_2_0_0_1039.RDa",0,4,0
"941","article_1_3_2_0_1_1040.RDa",3,1,0
"942","article_1_3_2_0_1_1041.RDa",0,4,0
"943","article_1_3_2_0_1_1042.RDa",3,1,0
"944","article_1_3_2_0_1_1043.RDa",2,2,0
"945","article_1_3_2_0_1_1044.RDa",3,1,0
"946","article_1_3_2_0_1_1045.RDa",2,2,0
"947","article_1_3_2_0_1_1046.RDa",1,3,0
"948","article_1_3_2_0_1_1047.RDa",2,2,0
"949","article_1_3_2_0_1_1048.RDa",4,0,0
"950","article_1_3_2_0_1_1049.RDa",2,2,0
"951","article_1_3_2_0_1_1050.RDa",0,4,0
"952","article_1_3_2_0_1_1051.RDa",0,4,0
"953","article_1_3_2_0_1_1052.RDa",0,4,0
"954","article_1_3_2_0_1_1053.RDa",4,0,0
"955","article_1_3_2_0_1_1054.RDa",0,4,0
"956","article_1_3_2_0_1_1055.RDa",4,0,0
"957","article_1_3_2_0_1_1056.RDa",3,1,0
"958","article_1_3_2_0_1_1057.RDa",0,4,0
"959","article_1_3_2_0_1_1058.RDa",0,4,0
"960","article_1_3_2_0_1_1059.RDa",4,0,0
